tickers,ADM,KO,PEP,MO,HSY,KR,GIS,KMB,PG,CL,CHD,CPB,K,HRL,SJM,CLX,TGT,SYY,MKC,WMT,CAG,TAP,NWL,STZ,TSN,DLTR,EL,COST,MNST,MDLZ,PM,DG
ADM,0.9999999999999998,0.6509482739794308,-0.7180213998543867,-0.5138254796059355,-0.6983962788445829,-0.16888497110933262,-0.34847976788981494,-0.6902615673218396,-0.4087655754528415,-0.6519824751341953,-0.4315682660072074,-0.5734963213450619,-0.1647183214234585,-0.14452434581466478,-0.5587385508436794,-0.7244958984140105,-0.6259107337170847,-0.5496206170440843,0.0,-0.7966611125864347,-0.25310873769500364,0.0,-0.35652102167338917,0.0,0.6274743641003153,0.8936920057477342,0.046748257990088665,-0.733548791169933,0.0,0.0,-0.3557029165986243,-0.39844556559484934
KO,0.6509482739794308,1.0,-0.4689130298101273,-0.1779060496686975,-0.530623331814873,-0.5193315996357483,-0.5809423494845596,-0.537170020392837,-0.7429044265657047,-0.5952062204665198,-0.19165871538596158,-0.822168063059318,-0.5765182328491405,-0.4313262437988007,-0.8939799091636143,-0.6492945604685797,-0.6273895505279433,-0.8200471879465356,0.0,-0.6044098257319857,-0.6429293539049428,0.0,-0.6917554678771891,0.0,0.28842133745614473,0.7612382425958035,-0.007065982053030987,-0.7049914309222819,0.0,0.0,-0.30445923604353314,-0.06365242266499295
PEP,-0.7180213998543867,-0.4689130298101273,0.9999999999999999,0.8403979887626524,0.8985999928294495,-0.19119309800677053,0.12328197026495341,0.8780255377932191,0.18310898662881253,0.8496892018783013,0.7929800872841488,0.49029995623731915,-0.09955930363907778,0.1344998724203742,0.44426957500196185,0.7492503934117036,0.755404814332288,0.33022251913524225,0.0,0.8679049030251893,-0.036513817655086434,0.0,0.19385627981188738,0.0,-0.6879611747996169,-0.6908747657681737,-0.25938135624049796,0.7513333833625554,0.0,0.0,0.6512575538469223,0.7325983124612201
MO,-0.5138254796059355,-0.1779060496686975,0.8403979887626524,0.9999999999999999,0.8319030932578572,-0.3804507552819567,-0.2085488788125283,0.8393768011356624,0.01004035684851592,0.8321902838187167,0.9268589559491021,0.35343425273618667,-0.2503868940497525,-0.04936635782978292,0.1307319809862402,0.6534269566247829,0.7622234587693141,0.08151550794344553,0.0,0.7651653443380492,-0.2550669042766245,0.0,0.04221515548407126,0.0,-0.690850751026267,-0.4997312606000534,-0.44735541703394255,0.6934062221221694,0.0,0.0,0.8263003310797117,0.8967374833158445
HSY,-0.6983962788445829,-0.530623331814873,0.8985999928294495,0.8319030932578572,0.9999999999999999,-0.0281481749843478,0.19759780408491795,0.9641129860257077,0.19794258116837377,0.9163565810348319,0.8543442469558857,0.6363387900744488,0.050884086782655574,0.3477401913467495,0.4692198004335138,0.8438730420760859,0.7744139533038343,0.3474889675699494,0.0,0.8389450294415584,0.14647999968798148,0.0,0.4412273650135868,0.0,-0.5516672099960973,-0.7276892285490224,-0.3426386156239677,0.784694489354709,0.0,0.0,0.6501624890105672,0.697875231356523
KR,-0.16888497110933262,-0.5193315996357483,-0.19119309800677053,-0.3804507552819567,-0.0281481749843478,0.9999999999999999,0.7534635632828981,-0.009720091373526816,0.6319945978045598,0.047081044419718915,-0.31683799492667974,0.5002611483995038,0.8331725841110669,0.6242514009748164,0.6005464211330217,0.2861248779396874,0.019484760875213628,0.7037225477650453,0.0,-0.027706168220581286,0.91566998642694,0.0,0.7385069378529261,0.0,0.4435309838061064,-0.3273558300105069,0.21725641359504738,0.24049881344858676,0.0,0.0,-0.16635314646468796,-0.4859638386833199
GIS,-0.34847976788981494,-0.5809423494845596,0.12328197026495341,-0.2085488788125283,0.19759780408491795,0.7534635632828981,1.0,0.1929477512946294,0.5900995605088319,0.1623118367749204,-0.13134055733242614,0.5234338630411034,0.638541311247018,0.6346014105358362,0.715465912456865,0.40987035356080925,0.030858513477546316,0.6917913628879038,0.0,0.1425291133571499,0.8247349262755099,0.0,0.6183562244592948,0.0,0.24581075626847168,-0.4525078407762768,0.39656755520724546,0.27183155786051993,0.0,0.0,-0.168743393656276,-0.3342110457460112
KMB,-0.6902615673218396,-0.537170020392837,0.8780255377932191,0.8393768011356624,0.9641129860257077,-0.009720091373526816,0.1929477512946294,1.0,0.26210871938366637,0.9544921768618492,0.8644727827182094,0.6429864572505544,0.051623169044362954,0.31097484934517283,0.4924781844568765,0.8796511250654793,0.816243676957078,0.3859321857690232,0.0,0.8805900453465332,0.18484567084346426,0.0,0.46189062038693063,0.0,-0.587607849995069,-0.7420662303026287,-0.322220880060228,0.8230812468535085,0.0,0.0,0.7014583631715898,0.7258934449313647
PG,-0.4087655754528415,-0.7429044265657047,0.18310898662881253,0.01004035684851592,0.19794258116837377,0.6319945978045598,0.5900995605088319,0.26210871938366637,1.0,0.3967682275328326,-0.020583083037562823,0.7376431649398665,0.7176644578104676,0.2189172647531069,0.7841222607099871,0.4027440898529343,0.49711032252071014,0.7578923133809341,0.0,0.3141049730920931,0.6509770751278701,0.0,0.5363203532068236,0.0,-0.14481340425397332,-0.5776660487332832,0.1861038169639247,0.5648789017570851,0.0,0.0,0.32495258040555763,-0.16072537681182553
CL,-0.6519824751341953,-0.5952062204665198,0.8496892018783013,0.8321902838187167,0.9163565810348319,0.047081044419718915,0.1623118367749204,0.9544921768618492,0.3967682275328326,1.0,0.84053783977271,0.7410182716256064,0.18759483445363132,0.2694591315390329,0.5565539633722446,0.8580508833457421,0.90856296700611,0.45736383890816523,0.0,0.8649751599121878,0.21926859084166433,0.0,0.4904704136911273,0.0,-0.6069005978924105,-0.750494125552789,-0.4092703162727316,0.8886679578941948,0.0,0.0,0.8263073324068386,0.7123666118128348
CHD,-0.4315682660072074,-0.19165871538596158,0.7929800872841488,0.9268589559491021,0.8543442469558857,-0.31683799492667974,-0.13134055733242614,0.8644727827182094,-0.020583083037562823,0.84053783977271,1.0,0.38813620131266424,-0.1809778571477792,0.1356974414261033,0.17291318287028815,0.6775040827817693,0.7220224968796425,0.06325338965938622,0.0,0.722467264704857,-0.1497407614272877,0.0,0.18925761389377876,0.0,-0.560618881223363,-0.48517886721217396,-0.510720704040979,0.6699073114161326,0.0,0.0,0.7400009226106434,0.8293610192400422
CPB,-0.5734963213450619,-0.822168063059318,0.49029995623731915,0.35343425273618667,0.6363387900744488,0.5002611483995038,0.5234338630411034,0.6429864572505544,0.7376431649398665,0.7410182716256064,0.38813620131266424,0.9999999999999999,0.6706204257871886,0.4705122057204618,0.8073252248631761,0.6956980061087772,0.7118355303934384,0.669183518670744,0.0,0.5239411238634188,0.6118373480076176,0.0,0.7029765883623112,0.0,-0.2541263347008061,-0.7272672036705242,-0.12551196902532127,0.7398022616442617,0.0,0.0,0.5460622198527261,0.19900144707655004
K,-0.1647183214234585,-0.5765182328491405,-0.09955930363907778,-0.2503868940497525,0.050884086782655574,0.8331725841110669,0.638541311247018,0.051623169044362954,0.7176644578104676,0.18759483445363132,-0.1809778571477792,0.6706204257871886,0.9999999999999998,0.5769561051497858,0.6271263215490614,0.3124977168424563,0.1987811030949394,0.6499763114024996,0.0,-0.026570890857295335,0.8275858208062775,0.0,0.6861782317186953,0.0,0.34936710211913535,-0.32480666693117105,0.07734750964190132,0.29712738281640216,0.0,0.0,0.06241997297068172,-0.39264539518390595
HRL,-0.14452434581466478,-0.4313262437988007,0.1344998724203742,-0.04936635782978292,0.3477401913467495,0.6242514009748164,0.6346014105358362,0.31097484934517283,0.2189172647531069,0.2694591315390329,0.1356974414261033,0.4705122057204618,0.5769561051497858,0.9999999999999999,0.4981711541037023,0.4849689905273078,0.11801716031434589,0.4635990532561858,0.0,0.13554487191886164,0.7045282589433839,0.0,0.7564023501301649,0.0,0.460759167195479,-0.28046832083320794,-0.02366700845684529,0.29503036422743845,0.0,0.0,-0.06908011333507821,-0.08873399940219379
SJM,-0.5587385508436794,-0.8939799091636143,0.44426957500196185,0.1307319809862402,0.4692198004335138,0.6005464211330217,0.715465912456865,0.4924781844568765,0.7841222607099871,0.5565539633722446,0.17291318287028815,0.8073252248631761,0.6271263215490614,0.4981711541037023,1.0,0.6233560589825131,0.5719103523788891,0.8175058819413197,0.0,0.5056427021325314,0.6988986656093603,0.0,0.6841516927961869,0.0,-0.19236762246033792,-0.6746726621136949,0.07301620657931313,0.6778015449668492,0.0,0.0,0.29565397177309605,0.02897408359153858
CLX,-0.7244958984140105,-0.6492945604685797,0.7492503934117036,0.6534269566247829,0.8438730420760859,0.2861248779396874,0.40987035356080925,0.8796511250654793,0.4027440898529343,0.8580508833457421,0.6775040827817693,0.6956980061087772,0.3124977168424563,0.4849689905273078,0.6233560589825131,1.0,0.7299311188916016,0.6335887462651577,0.0,0.8161701681137292,0.45393453258611394,0.0,0.6409376703012155,0.0,-0.4106970386565745,-0.7890715398946149,-0.2606650014175443,0.8237645367233228,0.0,0.0,0.5335469182052597,0.4956178131373988
TGT,-0.6259107337170847,-0.6273895505279433,0.755404814332288,0.7622234587693141,0.7744139533038343,0.019484760875213628,0.030858513477546316,0.816243676957078,0.49711032252071014,0.90856296700611,0.7220224968796425,0.7118355303934384,0.1987811030949394,0.11801716031434589,0.5719103523788891,0.7299311188916016,1.0,0.46281298427206347,0.0,0.8271470724762067,0.12007180738099074,0.0,0.4010224418484718,0.0,-0.6574858548054303,-0.6924037202478418,-0.442940286573336,0.9092929961094185,0.0,0.0,0.8501813539035971,0.6793727201371779
SYY,-0.5496206170440843,-0.8200471879465356,0.33022251913524225,0.08151550794344553,0.3474889675699494,0.7037225477650453,0.6917913628879038,0.3859321857690232,0.7578923133809341,0.45736383890816523,0.06325338965938622,0.669183518670744,0.6499763114024996,0.4635990532561858,0.8175058819413197,0.6335887462651577,0.46281298427206347,1.0,0.0,0.48249832570173534,0.7674421547179725,0.0,0.6729393725723878,0.0,-0.11968939878976545,-0.6909261947762839,0.053918212564830106,0.6686690408445481,0.0,0.0,0.21994101077839717,-0.04470153944066825
MKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1573146295548129,0.0,-0.12036713128324625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WMT,-0.7966611125864347,-0.6044098257319857,0.8679049030251893,0.7651653443380492,0.8389450294415584,-0.027706168220581286,0.1425291133571499,0.8805900453465332,0.3141049730920931,0.8649751599121878,0.722467264704857,0.5239411238634188,-0.026570890857295335,0.13554487191886164,0.5056427021325314,0.8161701681137292,0.8271470724762067,0.48249832570173534,0.0,1.0,0.128745488747159,0.0,0.3734613592787981,0.0,-0.7366568798867712,-0.8213830466539289,-0.30701596407924847,0.8581022395541714,0.0,0.0,0.632725254417082,0.6939433651022089
CAG,-0.25310873769500364,-0.6429293539049428,-0.036513817655086434,-0.2550669042766245,0.14647999968798148,0.91566998642694,0.8247349262755099,0.18484567084346426,0.6509770751278701,0.21926859084166433,-0.1497407614272877,0.6118373480076176,0.8275858208062775,0.7045282589433839,0.6988986656093603,0.45393453258611394,0.12007180738099074,0.7674421547179725,0.0,0.128745488747159,1.0,0.0,0.8370769425546964,0.0,0.3305055542146633,-0.45307211332762787,0.1579371764548787,0.33817762186655753,0.0,0.0,-0.08100208209451801,-0.36413330141408595
TAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1573146295548129,0.0,0.0,1.0,0.0,-0.2165829093086622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWL,-0.35652102167338917,-0.6917554678771891,0.19385627981188738,0.04221515548407126,0.4412273650135868,0.7385069378529261,0.6183562244592948,0.46189062038693063,0.5363203532068236,0.4904704136911273,0.18925761389377876,0.7029765883623112,0.6861782317186953,0.7564023501301649,0.6841516927961869,0.6409376703012155,0.4010224418484718,0.6729393725723878,0.0,0.3734613592787981,0.8370769425546964,0.0,1.0,0.0,0.1328551261403611,-0.5565395608792846,-0.1971502639824366,0.5386565526400751,0.0,0.0,0.1491387622646099,-0.08059116876222876
STZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12036713128324625,0.0,0.0,-0.2165829093086622,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSN,0.6274743641003153,0.28842133745614473,-0.6879611747996169,-0.690850751026267,-0.5516672099960973,0.4435309838061064,0.24581075626847168,-0.587607849995069,-0.14481340425397332,-0.6069005978924105,-0.560618881223363,-0.2541263347008061,0.34936710211913535,0.460759167195479,-0.19236762246033792,-0.4106970386565745,-0.6574858548054303,-0.11968939878976545,0.0,-0.7366568798867712,0.3305055542146633,0.0,0.1328551261403611,0.0,1.0,0.5657147254571737,0.29301755039118854,-0.5515302393972952,0.0,0.0,-0.6016591456812974,-0.6533705255531461
DLTR,0.8936920057477342,0.7612382425958035,-0.6908747657681737,-0.4997312606000534,-0.7276892285490224,-0.3273558300105069,-0.4525078407762768,-0.7420662303026287,-0.5776660487332832,-0.750494125552789,-0.48517886721217396,-0.7272672036705242,-0.32480666693117105,-0.28046832083320794,-0.6746726621136949,-0.7890715398946149,-0.6924037202478418,-0.6909261947762839,0.0,-0.8213830466539289,-0.45307211332762787,0.0,-0.5565395608792846,0.0,0.5657147254571737,1.0,0.10887838522269311,-0.8177208786841424,0.0,0.0,-0.4449641136173461,-0.34178202907199673
EL,0.046748257990088665,-0.007065982053030987,-0.25938135624049796,-0.44735541703394255,-0.3426386156239677,0.21725641359504738,0.39656755520724546,-0.322220880060228,0.1861038169639247,-0.4092703162727316,-0.510720704040979,-0.12551196902532127,0.07734750964190132,-0.02366700845684529,0.07301620657931313,-0.2606650014175443,-0.442940286573336,0.053918212564830106,0.0,-0.30701596407924847,0.1579371764548787,0.0,-0.1971502639824366,0.0,0.29301755039118854,0.10887838522269311,0.9999999999999998,-0.32912591855263984,0.0,0.0,-0.44370197363176733,-0.4577334119282464
COST,-0.733548791169933,-0.7049914309222819,0.7513333833625554,0.6934062221221694,0.784694489354709,0.24049881344858676,0.27183155786051993,0.8230812468535085,0.5648789017570851,0.8886679578941948,0.6699073114161326,0.7398022616442617,0.29712738281640216,0.29503036422743845,0.6778015449668492,0.8237645367233228,0.9092929961094185,0.6686690408445481,0.0,0.8581022395541714,0.33817762186655753,0.0,0.5386565526400751,0.0,-0.5515302393972952,-0.8177208786841424,-0.32912591855263984,1.0,0.0,0.0,0.7281849896514984,0.5917510830900404
MNST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MDLZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PM,-0.3557029165986243,-0.30445923604353314,0.6512575538469223,0.8263003310797117,0.6501624890105672,-0.16635314646468796,-0.168743393656276,0.7014583631715898,0.32495258040555763,0.8263073324068386,0.7400009226106434,0.5460622198527261,0.06241997297068172,-0.06908011333507821,0.29565397177309605,0.5335469182052597,0.8501813539035971,0.21994101077839717,0.0,0.632725254417082,-0.08100208209451801,0.0,0.1491387622646099,0.0,-0.6016591456812974,-0.4449641136173461,-0.44370197363176733,0.7281849896514984,0.0,0.0,1.0,0.7578834575279125
DG,-0.39844556559484934,-0.06365242266499295,0.7325983124612201,0.8967374833158445,0.697875231356523,-0.4859638386833199,-0.3342110457460112,0.7258934449313647,-0.16072537681182553,0.7123666118128348,0.8293610192400422,0.19900144707655004,-0.39264539518390595,-0.08873399940219379,0.02897408359153858,0.4956178131373988,0.6793727201371779,-0.04470153944066825,0.0,0.6939433651022089,-0.36413330141408595,0.0,-0.08059116876222876,0.0,-0.6533705255531461,-0.34178202907199673,-0.4577334119282464,0.5917510830900404,0.0,0.0,0.7578834575279125,1.0
