tickers,PEG,PCG,AEP,NEE,D,CMS,NRG,XEL,PPL,AEE,WEC,DUK,LNT,ETR,EIX,ES,AWK,CNP,SRE,AES,EXC,PNW,NI,ED,DTE,SO,FE
PEG,0.9999999999999999,0.4261190654791652,0.3934824513480348,0.3628678320638265,0.42803699015651764,0.38291118821029885,0.2309610962955766,0.4324832685521946,0.41453933223517425,0.41479850030784393,0.4046261534555585,0.41923780590890125,0.35384814718839075,0.4041588400006859,0.3295329410295703,0.09997739915391907,0.25822440517801293,0.3363841110858937,0.34577698603611695,0.27077124535778035,0.4511071185677869,0.38361978805432606,0.327475340810547,0.4024228292202698,0.38359625558656635,0.3817837308342696,0.4161186876596041
PCG,0.4261190654791652,0.9999999999999999,0.36469349979282406,0.3746983855003797,0.43196061607905295,0.4089260266873947,0.22122890656061858,0.4458054380975756,0.33527697426293424,0.4217687154496042,0.44690639004168503,0.37636923896181823,0.37371250969128983,0.36675735198859954,0.3931208705790905,0.13415955128259047,0.2724607678363532,0.3462105484698121,0.41163419699101395,0.29861969244523395,0.3130172868389824,0.3870288596022125,0.3225304927127318,0.4258461540695156,0.42166294371978524,0.3818885524621814,0.33446701158784004
AEP,0.3934824513480348,0.36469349979282406,1.0,0.4138377837627073,0.40211194799861055,0.45668475473656867,0.28575130796278186,0.4724621570913485,0.404224646167356,0.4572270923587316,0.4381773134097531,0.4649889508588207,0.39306133733901816,0.48285691459380303,0.43258563724426374,0.11357491317087844,0.29280461395574614,0.35146606483387777,0.3427164660102729,0.3784694873726932,0.330838760535083,0.47795237725196943,0.2985616173654303,0.4274816592414453,0.458996744419528,0.38701736383819874,0.3990670403348271
NEE,0.3628678320638265,0.37469838550037965,0.4138377837627073,1.0,0.46393522267206483,0.4613690467156114,0.21413879736580202,0.45336276289630234,0.31859926970319424,0.41144172084395225,0.41902201866912225,0.4171109801455456,0.4244740640182492,0.40326472451078116,0.40501368404203025,0.08592708089525743,0.25655977012916026,0.3510431605100343,0.3693075081291987,0.3420119245617166,0.30560415042910327,0.4112997384491875,0.3076026069681263,0.38332604581618984,0.46070127286852247,0.39358704453441296,0.3670904538718249
D,0.4280369901565176,0.43196061607905295,0.4021119479986106,0.46393522267206483,1.0,0.4557982867271884,0.21964531613031366,0.45977873223755517,0.36706134468804213,0.4543967418532492,0.4586728072930887,0.44530510280319646,0.43438547673015954,0.37949183014158083,0.38311930176194925,0.1142450656523581,0.29873664143069645,0.39963717497709333,0.3931463369296803,0.3320318513485467,0.3527048961068557,0.41052223421771455,0.33332253851116467,0.46630714673558804,0.4540286677774084,0.4494251012145749,0.41554781899952714
CMS,0.38291118821029885,0.4089260266873947,0.4566847547365687,0.4613690467156114,0.4557982867271884,0.9999999999999999,0.24189421291284036,0.5750300410291885,0.4475542682528212,0.4775510294284228,0.49420149945462066,0.4363212875307319,0.4774243710218072,0.4418318435030444,0.4157274258323616,0.08368753440741862,0.32312402320385486,0.4334191941590358,0.41234675913861035,0.3465103071841723,0.34230090758848464,0.5172587094055853,0.4274816623812315,0.49807287475517265,0.5259611983501208,0.4528185778961715,0.4185534305382597
NRG,0.2309610962955766,0.22122890656061858,0.28575130796278186,0.21413879736580202,0.21964531613031363,0.24189421291284036,1.0,0.2245122990423067,0.2352674388278381,0.2572974386079166,0.17960929232463985,0.18097555209374697,0.23478345384997745,0.25964435065738195,0.26372558670813423,0.12528397891965962,0.22590102933085068,0.2555280194334267,0.19101760546008278,0.24751289689414802,0.2693771775256021,0.23744958215133563,0.2467564024488724,0.1800336878615974,0.30839002267573695,0.10394363950186941,0.2186588921282799
XEL,0.4324832685521946,0.44580543809757567,0.4724621570913485,0.45336276289630234,0.45977873223755517,0.5750300410291885,0.2245122990423067,1.0,0.4651434325244909,0.5016367090728867,0.5507697528094481,0.48114645365883235,0.5145987040767908,0.44807367335465004,0.4751628829962821,0.08561048297816251,0.31582701501790794,0.4339540212804938,0.45272934872127873,0.34058417368044025,0.36314435128534206,0.5773413235543683,0.40111486126391316,0.5611795781626654,0.5628362600702631,0.48252625990199693,0.42083093466561705
PPL,0.41453933223517425,0.33527697426293424,0.4042246461673559,0.31859926970319424,0.36706134468804213,0.44755426825282113,0.2352674388278381,0.465143432524491,1.0,0.4700622083981338,0.3801840331778123,0.39524182945626546,0.3857068841506709,0.42656301421201137,0.3299643729316182,0.0948318653581147,0.23868846088440374,0.3576832730024552,0.3140742213913112,0.30645580495909375,0.4276434091507052,0.42365330143193236,0.3189645400730838,0.42774304879357883,0.4029546136244354,0.4192163852800241,0.36051446698928424
AEE,0.414798500307844,0.42176871544960426,0.45722709235873166,0.41144172084395225,0.45439674185324924,0.47755102942842287,0.2572974386079166,0.5016367090728868,0.4700622083981338,1.0,0.4738854328667703,0.4249319652428768,0.44900868590024345,0.42759961934982915,0.4483965099272981,0.06456223471181946,0.30154384490988806,0.4713487247365446,0.40653093390815515,0.3570132347112285,0.4013348669709664,0.4805508308632496,0.4491422467275937,0.516246078883253,0.5004697597097828,0.45899675164459175,0.4326951133275414
WEC,0.4046261534555585,0.44690639004168503,0.4381773134097531,0.41902201866912225,0.4586728072930887,0.4942014994546207,0.17960929232463982,0.5507697528094481,0.3801840331778123,0.4738854328667703,1.0,0.4327758657454532,0.5183361453393863,0.434272764924531,0.4185941122150373,0.11037222235658783,0.3338787280322764,0.44601053110596933,0.43296564918977554,0.32272492658446017,0.35506812037901186,0.530190361096039,0.376504511954221,0.4897470017919816,0.5115495537168223,0.45828407407128513,0.414617554684477
DUK,0.41923780590890125,0.3763692389618182,0.46498895085882075,0.41711098014554554,0.44530510280319646,0.4363212875307319,0.18097555209374697,0.48114645365883235,0.39524182945626546,0.42493196524287685,0.43277586574545324,1.0,0.4145709657689135,0.41383116768920425,0.41149789877192766,0.048878668887173155,0.26153474312489566,0.32787152836598965,0.33318754459753047,0.3281027131727374,0.3193582629829715,0.4518889744884095,0.3408689778063299,0.4565577385361755,0.4367526038709409,0.4429717961004943,0.40920439124922087
LNT,0.35384814718839075,0.3737125096912897,0.39306133733901816,0.4244740640182492,0.43438547673015954,0.47742437102180724,0.23478345384997748,0.5145987040767908,0.3857068841506709,0.44900868590024345,0.5183361453393864,0.41457096576891345,0.9999999999999999,0.4164021515506346,0.37980177575316904,0.11814331204366427,0.32910572477774847,0.4241167676225979,0.39987043490546736,0.3492547250438196,0.36111246324417384,0.4910501754530378,0.4099515716646031,0.4592362260693002,0.5333160574208097,0.4115179689700005,0.385021541454309
ETR,0.40415884000068586,0.36675735198859954,0.48285691459380303,0.40326472451078116,0.3794918301415808,0.4418318435030444,0.25964435065738195,0.4480736733546501,0.42656301421201137,0.42759961934982915,0.43427276492453104,0.4138311676892043,0.41640215155063454,0.9999999999999999,0.38625469620417147,0.1107400164600493,0.24414894866039638,0.32845782267572043,0.35683169000314746,0.29188001188657414,0.3962682883060407,0.43089234632703005,0.33814359881773703,0.46536032413072714,0.46726913704882633,0.4105196677515181,0.4241894231797747
EIX,0.3295329410295703,0.3931208705790905,0.43258563724426374,0.4050136840420302,0.3831193017619493,0.4157274258323616,0.2637255867081342,0.47516288299628207,0.3299643729316182,0.44839650992729807,0.41859411221503723,0.41149789877192766,0.379801775753169,0.38625469620417147,0.9999999999999999,0.065457924199291,0.2736917164961774,0.3550869113668579,0.40068665126885145,0.3092476502492744,0.3340082008275636,0.4594003731496589,0.3614012962936576,0.4277246965806224,0.42477245690131077,0.3785201859575536,0.3731415817830639
ES,0.09997739915391907,0.1341595512825905,0.11357491317087842,0.08592708089525741,0.11424506565235812,0.08368753440741862,0.12528397891965962,0.0856104829781625,0.0948318653581147,0.06456223471181946,0.11037222235658783,0.048878668887173155,0.11814331204366424,0.11074001646004929,0.065457924199291,1.0,0.11137616142064724,0.10152012619708974,0.0982565339147566,0.11896810326668615,0.0629714912081201,0.13785842640186458,0.1159143991360761,0.0629298741313047,0.13787076913737786,0.057706408800552264,0.07863499867976564
AWK,0.2582244051780129,0.2724607678363532,0.29280461395574614,0.25655977012916026,0.29873664143069645,0.3231240232038548,0.22590102933085066,0.31582701501790794,0.23868846088440376,0.3015438449098881,0.3338787280322764,0.26153474312489566,0.32910572477774847,0.2441489486603964,0.2736917164961774,0.11137616142064723,1.0,0.2870103366036676,0.3100197635279608,0.244518992311787,0.22387817916734168,0.3614684257338581,0.30531976948570894,0.3029851503709877,0.3689641220491981,0.27696793366216166,0.30818822487084213
CNP,0.3363841110858937,0.3462105484698121,0.35146606483387777,0.3510431605100343,0.3996371749770933,0.4334191941590358,0.2555280194334267,0.4339540212804938,0.35768327300245517,0.47134872473654454,0.44601053110596933,0.32787152836598965,0.4241167676225979,0.3284578226757205,0.35508691136685794,0.10152012619708975,0.2870103366036676,1.0,0.4015939428576903,0.31330924871613275,0.32673427797599724,0.45520235896438876,0.4478356682638303,0.4182068611390966,0.44123698448888526,0.348321895699879,0.29855340421947846
SRE,0.34577698603611695,0.41163419699101395,0.3427164660102729,0.36930750812919877,0.39314633692968026,0.4123467591386103,0.19101760546008278,0.45272934872127873,0.3140742213913112,0.4065309339081551,0.4329656491897755,0.33318754459753047,0.3998704349054673,0.3568316900031474,0.40068665126885145,0.0982565339147566,0.31001976352796085,0.40159394285769034,1.0,0.33243145255481826,0.2875376615542508,0.4259565311949752,0.38976352629792166,0.4035499700919522,0.43551495767522685,0.34592213531133514,0.3707302856521363
AES,0.27077124535778035,0.29861969244523395,0.3784694873726932,0.3420119245617166,0.3320318513485467,0.3465103071841723,0.247512896894148,0.34058417368044025,0.30645580495909375,0.3570132347112285,0.32272492658446017,0.3281027131727374,0.3492547250438196,0.2918800118865742,0.3092476502492744,0.11896810326668615,0.244518992311787,0.31330924871613275,0.33243145255481826,1.0,0.2638342102598089,0.35025685847473326,0.2673256223261206,0.29733323010023316,0.36507990264591145,0.22814836199327773,0.2873716116335827
EXC,0.4511071185677869,0.3130172868389824,0.33083876053508293,0.30560415042910327,0.3527048961068557,0.34230090758848464,0.2693771775256021,0.36314435128534206,0.42764340915070514,0.4013348669709664,0.35506812037901186,0.3193582629829715,0.36111246324417384,0.3962682883060407,0.33400820082756366,0.0629714912081201,0.22387817916734168,0.3267342779759973,0.2875376615542508,0.26383421025980885,1.0,0.3261510553457347,0.29754422357350924,0.38708110357991365,0.3291811786936431,0.35114998840910316,0.3941686252500301
PNW,0.38361978805432606,0.3870288596022125,0.47795237725196943,0.4112997384491875,0.41052223421771455,0.5172587094055853,0.23744958215133563,0.5773413235543683,0.42365330143193236,0.4805508308632496,0.530190361096039,0.4518889744884095,0.49105017545303775,0.43089234632703005,0.4594003731496589,0.1378584264018646,0.3614684257338582,0.45520235896438876,0.4259565311949752,0.35025685847473326,0.3261510553457347,1.0,0.44362364128696025,0.477622105025463,0.5706371251782609,0.4058572088288768,0.40313619193738154
NI,0.327475340810547,0.3225304927127318,0.2985616173654303,0.3076026069681263,0.33332253851116467,0.4274816623812314,0.2467564024488724,0.4011148612639132,0.3189645400730837,0.4491422467275937,0.376504511954221,0.3408689778063299,0.4099515716646031,0.33814359881773703,0.3614012962936576,0.11591439913607608,0.3053197694857089,0.4478356682638303,0.38976352629792166,0.2673256223261206,0.29754422357350924,0.44362364128696025,1.0,0.4033300425980954,0.4455350929341397,0.3156360364677151,0.32865218627331105
ED,0.40242282922026984,0.42584615406951554,0.4274816592414454,0.3833260458161898,0.46630714673558804,0.49807287475517265,0.1800336878615974,0.5611795781626654,0.42774304879357883,0.5162460788832529,0.4897470017919816,0.45655773853617554,0.4592362260693002,0.4653603241307271,0.42772469658062234,0.06292987413130471,0.3029851503709878,0.41820686113909666,0.40354997009195215,0.29733323010023316,0.38708110357991365,0.477622105025463,0.40333004259809546,1.0,0.49267945166874716,0.5630212635760733,0.39362529235230864
DTE,0.38359625558656635,0.42166294371978513,0.45899674441952804,0.46070127286852247,0.45402866777740836,0.5259611983501208,0.30839002267573695,0.5628362600702631,0.40295461362443546,0.5004697597097829,0.5115495537168223,0.43675260387094095,0.5333160574208097,0.4672691370488264,0.42477245690131077,0.13787076913737786,0.36896412204919804,0.4412369844888852,0.4355149576752269,0.36507990264591145,0.32918117869364316,0.5706371251782609,0.4455350929341397,0.4926794516687471,1.0,0.4112721691353181,0.42714609653385166
SO,0.38178373083426964,0.3818885524621814,0.3870173638381987,0.39358704453441296,0.4494251012145749,0.4528185778961715,0.10394363950186941,0.4825262599019969,0.4192163852800241,0.4589967516445917,0.4582840740712851,0.4429717961004943,0.4115179689700005,0.41051966775151805,0.3785201859575536,0.057706408800552264,0.27696793366216166,0.348321895699879,0.3459221353113351,0.22814836199327776,0.35114998840910316,0.4058572088288769,0.3156360364677151,0.5630212635760733,0.4112721691353181,1.0,0.38464653134456195
FE,0.416118687659604,0.3344670115878401,0.39906704033482715,0.3670904538718249,0.4155478189995272,0.41855343053825966,0.2186588921282799,0.4208309346656171,0.3605144669892843,0.4326951133275414,0.414617554684477,0.4092043912492208,0.38502154145430906,0.42418942317977465,0.37314158178306384,0.07863499867976564,0.3081882248708422,0.2985534042194785,0.3707302856521362,0.28737161163358266,0.39416862525003016,0.4031361919373815,0.32865218627331105,0.39362529235230864,0.42714609653385166,0.3846465313445619,1.0
