tickers,EFX,UAL,AYI,CAT,AME,FLS,FAST,URI,NOC,ITW,WM,TDG,PCAR,HII,PWR,FDX,PAYX,ROK,HON,XYL,CMI,GPN,UNP,CHRW,KSU,JBHT,NSC,LUV,MMM,JCI,AOS,RSG,CSX,DAL,DOV,ETN,BA,PH,ALK,SRCL,UPS,MAS,SNA,VRSK,RHI,LMT,TXT,ADP,GWW,PNR,AVY,EXPD,ROP,DE,EMR,FLR,CTAS,GE,SWK
XYL,0.42108071405304465,0.07341383172048296,0.5315728841646844,0.572730471708864,0.5428378870022699,0.613009027509262,0.3892954487168427,0.4818782284115862,0.4631689828419547,0.5820071010717367,0.36381854589320334,0.42192147347012315,0.5641493601557893,0.3097513340316364,0.4513579367861843,0.4532335384560808,0.4391748954471925,0.5593479746934168,0.5552856371443797,0.9999999999999999,0.5627895219049706,0.4438584224755363,0.5092649303496338,0.35401322218500964,0.46049701996315295,0.3092686923852595,0.4587657764707502,0.17364830455986452,0.5960749086215094,0.5580771401175406,0.5792730092169915,0.33831132456207,0.4544898163304231,0.1093899535250749,0.4956922397922042,0.5789965549847352,0.5053900336335694,0.6075909760533394,0.31102216802447313,0.3738343997787215,0.4929991599638926,0.5112588092423661,0.5009657425206567,0.23857270202707415,0.600240311938126,0.420779099231075,0.5890313671335569,0.5021721207877335,0.4498421089097228,0.5283983355278551,0.49789073672132816,0.38905871574200385,0.5312434766531838,0.5392219923199384,0.5163506402345308,0.5658954952376436,0.46565305757293535,0.575036209764126,0.5900532695072492
CMI,0.39477976263394365,0.11308857479473976,0.577516250151399,0.7804256787259735,0.5874516899790427,0.7084754036387128,0.4735795110456986,0.5896061425755802,0.43559948469310983,0.6599268146767037,0.4880564975439254,0.5100418778605222,0.7298400860312928,0.23416734260934674,0.49281633716777457,0.529211734609611,0.44991769330208836,0.6138733781383249,0.6472258211327209,0.5627895219049706,1.0,0.4387445983775086,0.5131652835839521,0.44227225117923824,0.5746974774186209,0.39952800237833946,0.5244975044399455,0.1956148427905151,0.6189239655546794,0.5986692487077808,0.5785891540512916,0.3352097710597742,0.5188508152864523,0.13621321749935256,0.6669425491541847,0.6935649033432554,0.5616459724215387,0.7357010333696233,0.2809743851368463,0.31399403212960486,0.42953146993100627,0.5746295772941984,0.660766693689163,0.3115496276503988,0.6226874918576065,0.43396804656847454,0.6695854557867464,0.5133956180491177,0.47577153951966367,0.5813492036184054,0.49300812232299174,0.4736822788015812,0.53935270994902,0.6294289367524477,0.5879144146066699,0.6367416748942043,0.5020023664122315,0.5434282930162869,0.5957556916820513
GPN,0.4206512184426188,0.1714058418963402,0.5423254631786385,0.4349036482148886,0.48453778991259705,0.515269061495605,0.36427090535340556,0.4086207584733479,0.3595775321852733,0.5119217642683623,0.2850570325416838,0.33056854045301487,0.4985536794811641,0.37469725907960044,0.41536291127310637,0.43724987601369875,0.5482579993551011,0.39623373834930997,0.5648720057959105,0.4438584224755363,0.4387445983775087,1.0,0.3772783849294453,0.3064962186903149,0.43834270249331664,0.35306736940367045,0.4144342165872878,0.21916457001717746,0.5604278084680497,0.4783003650099185,0.5744030742298952,0.23688292526613688,0.4625391803509277,0.17963744937309942,0.4758061889217961,0.444008700404014,0.5046830505003476,0.5157352161915333,0.36374697259113703,0.34588279229585506,0.4609579912509976,0.5556531748633151,0.5317635529816871,0.2635776349530797,0.47706505357479684,0.41428675638404516,0.5450178651062915,0.5260065193505061,0.4378471003572111,0.3888188476411806,0.44768632301552413,0.312258420888972,0.4384216135573361,0.4351694845271846,0.421923889326442,0.5706793095654332,0.396428263387068,0.4971915331735784,0.5304796278706058
UNP,0.47187855414881796,0.19673785780612862,0.509953791212623,0.5413897136816916,0.4789417857365696,0.5097959693018033,0.4529488840522794,0.4529984327917228,0.491987785318158,0.5665402867954445,0.5500448011088857,0.4321329080705721,0.48087418657486086,0.26021529844857394,0.5698372412688958,0.5742533739021284,0.46642675071194767,0.4613384313504679,0.5529932944039286,0.5092649303496338,0.5131652835839521,0.37727838492944527,1.0,0.41288616493043895,0.7401755860514794,0.5257781904800355,0.7352917022799168,0.2572828651663756,0.5946991975852058,0.4543575613017305,0.532105074573237,0.42685058509520823,0.6615524297995033,0.19357233270527727,0.5157234666500281,0.5297145625580363,0.5364880587537941,0.5119752182451085,0.28673121460476625,0.4713791799867136,0.5881024082576606,0.5262131183040385,0.5604047583328532,0.2525058816188858,0.5964835011580614,0.413287870835612,0.5654073481732471,0.4790197406218553,0.40479375758211145,0.48712213907516855,0.4885120330031308,0.5076250004587847,0.5514517780656907,0.5200922524546683,0.46662087994018686,0.5446048763300168,0.5364928927347857,0.5227278357892146,0.5170319203990326
CHRW,0.36703537691485405,0.20740102520061401,0.4673852154752287,0.5112395402792979,0.5190599865760103,0.5149786366842143,0.3671829372414847,0.4395654206529797,0.4025194627997034,0.4082350042736237,0.4535234324081022,0.4049757968060744,0.43178442985207355,0.32128793749151763,0.31632721879105985,0.6002869240358466,0.3827365023261499,0.4237026705877495,0.43524917292568455,0.35401322218500964,0.44227225117923824,0.30649621869031485,0.4128861649304389,0.9999999999999999,0.46594279595411736,0.4394011756820643,0.4042263278386177,0.16679222084076947,0.4890421435548755,0.42315579881358184,0.4586446572187533,0.30279020453438676,0.45981999077000224,0.13511403102304476,0.4535877203486691,0.3621537378806632,0.371889152078495,0.4634726313702767,0.2794137280351319,0.4217636514868972,0.4906244853002834,0.42396948897338055,0.4343290498102923,0.3006921686805344,0.545500757685062,0.44195752478245637,0.4564645106828098,0.45079913583172593,0.3558002208597619,0.4528951630292659,0.4756057221480256,0.6657628605418675,0.46296436480556297,0.46451527066023757,0.375149449228553,0.4962822370899616,0.5139034808021398,0.38335594388628463,0.4276562839071117
KSU,0.3796380279409539,0.1399348158805545,0.573904697587527,0.5574655269233169,0.5964713956962333,0.5243376067591822,0.45321314399597745,0.5146223835512866,0.4478435287511149,0.545878462447561,0.45373243348663267,0.49402845932782546,0.5061550545219649,0.30098657045647237,0.5327251673199567,0.5532887517020909,0.4470860486174048,0.45576052532703537,0.5530116457889077,0.46049701996315295,0.5746974774186209,0.43834270249331664,0.7401755860514794,0.46594279595411736,1.0,0.5923845422614046,0.6984384340573233,0.22374477616119648,0.5689778727974978,0.4959794390988887,0.5401172929309624,0.39980969526888643,0.7171765228377146,0.19764634203971396,0.5163951273402604,0.5144223534550153,0.5629929640789991,0.5159079272631858,0.29008034236343816,0.41210787678146077,0.5244395017965694,0.543621242095141,0.5849809443719416,0.2867936093136949,0.5440204655030018,0.42899115096216317,0.5859315465499768,0.4866649416341325,0.39603646059925346,0.529189955731907,0.4805346859527489,0.5716383015426174,0.45901401678784703,0.5229917726116097,0.4828269954502816,0.5616092696515806,0.5313719364069724,0.48627264227717637,0.5657016285019031
JBHT,0.33616082427122124,0.27707655096730155,0.46277054529305334,0.3828080555239504,0.46086567153223057,0.47548254966802356,0.34338744545050814,0.40167144414388956,0.4082650967668531,0.46970920395362237,0.3562501462858769,0.33396767954077494,0.4081586587339746,0.32832279352122706,0.523681588206058,0.5683497333543763,0.40208803975905083,0.4174097834031355,0.4393853754142825,0.30926869238525945,0.39952800237833946,0.3530673694036705,0.5257781904800355,0.4394011756820644,0.5923845422614046,1.0,0.5031575866266585,0.2579003895542305,0.4090857790401186,0.41453962547563145,0.5163357222260233,0.3022266755152555,0.5202161614608944,0.2562854669351745,0.4293471678307562,0.37442881314252785,0.35359999119133523,0.4048800092497968,0.3484616033972084,0.3663230063972928,0.5224006591838378,0.45138167577507077,0.4791172612748024,0.3692684036864262,0.5125532879327866,0.3473183121130152,0.5004140533136032,0.36243684818115895,0.3842438389706186,0.4387423606590631,0.3310387984981226,0.4994347773426461,0.46980646629401124,0.31201681354666444,0.42065522732563604,0.3759776700347575,0.4847777485685276,0.35156643553361244,0.41936584954066486
NSC,0.4087710524987727,0.19814274723113964,0.5263665938575688,0.5431324268663136,0.49347080362133233,0.5123553049979183,0.4037168912189466,0.42245274630900576,0.5043596028942514,0.5061231717998341,0.5131012701827576,0.4192293240585832,0.4964336360854982,0.20787357358062186,0.5679243664289878,0.559242197561067,0.4746521346946399,0.4513224478934884,0.5799168773636632,0.4587657764707502,0.5244975044399455,0.4144342165872878,0.7352917022799168,0.4042263278386177,0.6984384340573233,0.5031575866266585,0.9999999999999999,0.31260970697399143,0.5724346219541275,0.4699803181215505,0.4940435937550179,0.4172089146008265,0.8033175725101682,0.27187693549941044,0.46428107728189555,0.4675402847494448,0.5238084096178369,0.48278108536808456,0.3434674315527797,0.4703608939147733,0.5167000280322943,0.5238258434415654,0.49852317093872006,0.2775299575027899,0.5547122565057622,0.44101518073145046,0.517470993315502,0.48569896227313747,0.4266734322265194,0.48683791583129554,0.5596606093305496,0.5245654045955194,0.4668310033945981,0.5265246574022673,0.4469594021113288,0.544584939653794,0.5495474085526708,0.46115886828665964,0.5063433885206144
LUV,0.18524547293856408,0.564343884925812,0.20893887196739688,0.2247201527203195,0.21107130388028672,0.2736211107089386,0.009158262875453268,0.1333944434733639,0.26046774949066154,0.2176548662619496,0.10679214328829185,0.12367095768124108,0.3026759543068974,0.1753705031631105,0.3040987453590974,0.4269515904006146,0.24913162704516956,0.2190735294792331,0.3018611524400101,0.17364830455986452,0.19561484279051514,0.21916457001717743,0.2572828651663756,0.16679222084076947,0.22374477616119648,0.2579003895542305,0.31260970697399143,0.9999999999999999,0.30376263551946175,0.29769460514665064,0.2988149582276216,0.22858875761150352,0.34510241477422077,0.6006111016805297,0.20313432623549454,0.2136395813863877,0.20903246407372852,0.19560694362964795,0.5939199080962844,0.23048799566542513,0.2706707033691655,0.3187242478337663,0.31197383090100794,0.1143622133799212,0.2833937477608209,0.21728967353332218,0.2702987149430877,0.23449270003192416,0.1405792719714939,0.21644285602866487,0.2928230911913161,0.33804000695521363,0.17272882008341606,0.27824028407970014,0.24537384099427892,0.2446607767869812,0.26292970954318773,0.28406527437306905,0.20076149106908614
MMM,0.5220811049751681,0.19572779365692036,0.6113751164169626,0.6893006739555219,0.6043217551283242,0.6610459381468785,0.44846696977084216,0.5134896566913667,0.6148618827623283,0.695344708144186,0.48196693488607095,0.45354113237344007,0.6124963870680249,0.3120132864150474,0.5035156762551978,0.5929383805807962,0.5877494093288755,0.5790209430882087,0.7191822615353057,0.5960749086215094,0.6189239655546793,0.5604278084680497,0.5946991975852058,0.4890421435548756,0.5689778727974978,0.4090857790401186,0.5724346219541276,0.30376263551946175,1.0,0.579281533113575,0.6268529763005961,0.4179826211455624,0.6295288496173952,0.20862341942746712,0.6359733354134266,0.6048328416689476,0.6964641436550666,0.6779763505053629,0.31152238641642355,0.38385351911085275,0.5956958543192152,0.5442300898762195,0.6230661627981785,0.2625736923480348,0.6662084924940845,0.6162042878052941,0.6700953218126943,0.6319289285608803,0.47228153304241716,0.48305132568298703,0.6634527244952717,0.5023843058813771,0.6240137268488223,0.6155182277676754,0.6748382437884627,0.6504241467747855,0.5810019778232994,0.6612701063513154,0.5914390710522889
JCI,0.4500662944390665,0.24573341573111554,0.5210382667843539,0.6085615673191686,0.6323238690610395,0.6319504182053828,0.4526765736664404,0.489416980819634,0.3696888200100312,0.5685353431779981,0.38955036533774523,0.44105922407560644,0.6164682651648535,0.26883782001965506,0.45700191818334795,0.5741426114308681,0.48737251974759255,0.6068881986722761,0.6860906990092346,0.5580771401175406,0.5986692487077808,0.47830036500991846,0.4543575613017305,0.42315579881358184,0.4959794390988887,0.4145396254756314,0.4699803181215505,0.29769460514665064,0.579281533113575,0.9999999999999999,0.5690384324232567,0.378933237786537,0.5436484305402732,0.2744479668940711,0.6464030580762639,0.5573620973074046,0.5165137307419874,0.6420347695319172,0.40303788966320714,0.37837453450547665,0.5024840950480222,0.5578823593102481,0.5914078736689499,0.26058886868709075,0.5996301269878554,0.37621641064182915,0.6037822239146292,0.5629557175482136,0.5203739837328704,0.48757564218436733,0.5080739249180801,0.4871423256079067,0.5833137202817001,0.5898810370377167,0.5823743961241838,0.5987261380273158,0.44638225052416186,0.5227097241312811,0.6000630370363865
AOS,0.4613707579587735,0.20515848492733402,0.688475462581352,0.5498389435837455,0.62940232723202,0.6375310769378252,0.4496238193746226,0.559264219233145,0.525690345010839,0.6426557035443181,0.4435479135587873,0.47386601005386075,0.5378921864814109,0.37800750663750937,0.6021892334935764,0.5424405793351953,0.5608714422843136,0.5878733936788596,0.6404608768938739,0.5792730092169915,0.5785891540512915,0.5744030742298952,0.532105074573237,0.4586446572187533,0.5401172929309624,0.5163357222260233,0.4940435937550179,0.2988149582276216,0.626852976300596,0.5690384324232567,0.9999999999999999,0.3391857724693438,0.4670688077906038,0.18128340528612125,0.5865545763558512,0.6015825324097709,0.5124360511288711,0.6442874072054722,0.399608014237053,0.4713243420681874,0.5489003595508549,0.7238936518401933,0.6479925860336656,0.37463176782188046,0.6360531218765587,0.45241231360150397,0.6408006716613065,0.5805703348269248,0.5559500602620252,0.6509783591094064,0.49783109469278347,0.48126620944175075,0.6390010235490341,0.5242022875022365,0.5755082191340891,0.6122180824537926,0.5613225855290022,0.6039948414047976,0.597489254112266
RSG,0.4291043423761645,0.12516252520017834,0.31882190908834196,0.38302911185715327,0.39710927658008877,0.3942473649625693,0.33649529147533835,0.31168410515352835,0.33407473269142807,0.4342829301102475,0.6325504318356723,0.44028477810325634,0.3705537831133911,0.23945272248885055,0.3601592543431007,0.3858359690671539,0.4082037325438599,0.3102207178115148,0.4513241043842362,0.33831132456207,0.3352097710597742,0.23688292526613688,0.42685058509520823,0.3027902045343868,0.3998096952688864,0.3022266755152555,0.41720891460082654,0.22858875761150352,0.4179826211455624,0.3789332377865369,0.3391857724693437,1.0,0.42047166136800945,0.16029740404722498,0.45080567538010075,0.4101635941762571,0.39827184215219436,0.4044019749902689,0.1969589780454576,0.4629671940010057,0.42831398320449227,0.2810811951607395,0.40884706383588865,0.23198000424163076,0.4336891383894086,0.3832144616957999,0.40252773252697516,0.3904117067921775,0.3076638628640551,0.366364310783561,0.40964883546595626,0.46044019669589237,0.4145762049388897,0.35171432622161664,0.44385158976934813,0.3978378299062544,0.4090649876322973,0.3927048905054568,0.4436724593125804
CSX,0.4690314938168148,0.1939287056238922,0.5014022784227478,0.5832441377528517,0.5374096134882448,0.5804712371216929,0.3687223782358106,0.4260815987040422,0.43499213412071414,0.5354515162192531,0.4530351913045561,0.4425125489363915,0.4660959678715478,0.28479579678989186,0.5685713800711992,0.5809924176506466,0.4774314373036744,0.40846074582137776,0.5947137796752489,0.45448981633042307,0.5188508152864523,0.4625391803509277,0.6615524297995032,0.45981999077000224,0.7171765228377147,0.5202161614608944,0.8033175725101681,0.34510241477422077,0.6295288496173951,0.5436484305402732,0.46706880779060383,0.42047166136800945,1.0,0.28195604280703324,0.5217319893373585,0.45951514612215316,0.5154925041315743,0.4958261896449652,0.3705832129413003,0.4284296637983953,0.5024960280557661,0.5074371452166364,0.5092477471327574,0.30214156566197164,0.5665710708490853,0.4339653717758212,0.5971254311450431,0.5085400816548782,0.36151184839128014,0.4133926941107111,0.5453337596995905,0.5527532416663509,0.4676870365990227,0.524397774705815,0.5136071306346408,0.5978995874156139,0.5229259895791003,0.46910224865778893,0.5070224029647225
DAL,0.14663320594401905,0.7664569561186875,0.20195157893097004,0.17296280034924522,0.2562588574147469,0.19727380875372716,0.027572968581041045,0.21720800983269942,0.10852830541858148,0.18969835355888273,0.008929013836423976,0.15404526646454228,0.16707108549870064,0.18787789533376512,0.27936836223174305,0.39995118529360246,0.1855453006079254,0.11151779856583793,0.22979523056463688,0.1093899535250749,0.13621321749935256,0.17963744937309942,0.19357233270527727,0.13511403102304476,0.19764634203971396,0.2562854669351745,0.27187693549941044,0.6006111016805297,0.20862341942746712,0.2744479668940711,0.18128340528612125,0.160297404047225,0.28195604280703324,0.9999999999999999,0.12307361982612433,0.15827618021253498,0.11929323278606145,0.12132862496897484,0.5693400517785163,0.16582502588695178,0.2586514362058672,0.29876802508271594,0.25055535929750833,0.19442659006797108,0.18572011229255816,0.1864088662922261,0.24802286584666483,0.1757883199591327,0.08889981818332045,0.19278881665573228,0.21667398428480708,0.2373092085915968,0.1415736595110145,0.26645409626227823,0.11403010547468195,0.1666655197045968,0.1536856496625636,0.25240347008304953,0.1669068405277853
DOV,0.4797237748266183,0.12354335881728996,0.5886738922186457,0.7010816306306636,0.6925133689839573,0.6807849988438628,0.5046630869231701,0.550600273802664,0.48155318781908474,0.6818310277876672,0.5372555155518897,0.4995760830069846,0.6587633368690337,0.3174495979211551,0.4791720573967039,0.49696651606296727,0.5319326204590498,0.607963311894382,0.682588939987301,0.4956922397922042,0.6669425491541847,0.4758061889217961,0.5157234666500281,0.4535877203486692,0.5163951273402604,0.4293471678307562,0.4642810772818955,0.20313432623549452,0.6359733354134266,0.646403058076264,0.5865545763558512,0.4508056753801008,0.5217319893373584,0.12307361982612433,1.0,0.6327557540767602,0.5553642933432187,0.7434783645962271,0.277951912030801,0.3813546258336117,0.44525496543585275,0.5636444382457545,0.6741815622633667,0.2760213463310076,0.6295857901305661,0.4708965385617653,0.6898839320246763,0.5536127520347282,0.4800749471946012,0.501134345504489,0.5093922388322647,0.48783119662040897,0.6607379458927767,0.5696033942737829,0.5900358356835208,0.7171482681797996,0.43550517486359175,0.500609727568533,0.6158449528185892
ETN,0.45218200361435446,0.1025640555092693,0.5424302372100023,0.6945063293926792,0.5603650457500028,0.6248389665968092,0.4041965947170033,0.5020333334556759,0.5632076752832538,0.7171831358112598,0.4818297726343419,0.42561816640301847,0.6920454086669922,0.25305825830675444,0.45131827415994386,0.47900234530700037,0.45071415071825977,0.5639676813611455,0.7018927618467367,0.5789965549847352,0.6935649033432554,0.444008700404014,0.5297145625580363,0.3621537378806632,0.5144223534550153,0.37442881314252785,0.46754028474944487,0.2136395813863877,0.6048328416689476,0.5573620973074046,0.601582532409771,0.4101635941762571,0.4595151461221531,0.15827618021253495,0.6327557540767602,1.0,0.5642078257646105,0.7418652748963249,0.2526838900531823,0.34042920219188944,0.5132946852465072,0.5188046641880063,0.61549747645408,0.28561361525954365,0.5888639921319032,0.5010992479602436,0.6379311373139094,0.5327013104757032,0.4279936210475957,0.5993785300626276,0.5256185334307181,0.4547564954727134,0.6391970902043977,0.613973393232346,0.6264716097063014,0.6003086702953472,0.4487154254014037,0.6347048303886381,0.5926267805431276
BA,0.48595223774602286,0.11699191437977824,0.5066175094234362,0.598433158750491,0.5492532821452035,0.5388186846461303,0.4340763197398508,0.4252291170414632,0.6167496760980551,0.6458127644893361,0.4700195491873556,0.48361588349072704,0.5333646530303643,0.2887755588914296,0.45637225485793026,0.470676321942017,0.5285669455713573,0.4830031688269059,0.6592349674629945,0.5053900336335695,0.5616459724215387,0.5046830505003476,0.5364880587537941,0.371889152078495,0.5629929640789991,0.35359999119133523,0.5238084096178369,0.20903246407372855,0.6964641436550666,0.5165137307419874,0.5124360511288711,0.3982718421521943,0.5154925041315743,0.11929323278606145,0.5553642933432187,0.5642078257646105,1.0,0.5884694366307897,0.26669517248466745,0.46046010592419406,0.47529623777646157,0.44052683155997785,0.5959376438004343,0.2392433356945449,0.6081586737072949,0.5674707020138811,0.6432723103625031,0.6167012590918726,0.46011961454757727,0.4359208339240647,0.46663718210813376,0.4572265918908901,0.54036754153836,0.5819795739816392,0.5580713786622513,0.6003050000183514,0.5218594916389308,0.5847154283615593,0.5578252140689058
PH,0.47567908308974816,0.06368492816347891,0.6628110336080691,0.7250498699814197,0.6432263996179055,0.6960784853484819,0.5047355835851388,0.558943839154427,0.5221914530111542,0.751894325192075,0.4817269696807659,0.5130432708109139,0.7087189425190448,0.27730828731761803,0.45251378194070274,0.578794568715109,0.5262170772670184,0.6955805634537,0.7090749600409799,0.6075909760533396,0.7357010333696233,0.5157352161915333,0.5119752182451085,0.46347263137027667,0.5159079272631857,0.4048800092497968,0.4827810853680845,0.19560694362964795,0.6779763505053629,0.6420347695319172,0.6442874072054723,0.4044019749902689,0.49582618964496517,0.12132862496897484,0.743478364596227,0.741865274896325,0.5884694366307897,1.0,0.27572088960383506,0.400427955083742,0.5425001284601664,0.5861956958592555,0.7020182440718923,0.26987596276175574,0.6712594234707734,0.4955121605684071,0.6939509567293686,0.5867986992490586,0.5397987946766106,0.6225024281237846,0.5606468508057456,0.49802079949874384,0.6802650678922187,0.6276839535586379,0.6804277901172081,0.6825424789474842,0.48822595378147576,0.5979561931298113,0.7092951770648573
