date,MLM_return,NEM_return,SHW_return,IFF_return,CF_return,NUE_return,ECL_return,VMC_return,APD_return,PPG_return,FMC_return,EMN_return,FCX_return,MOS_return,ALB_return,avg_return
2012/01/04,-0.0003960918933192392,-0.003060567010309212,0.010219780219780317,0.001323751891074032,0.027176451466094598,0.008884501480750151,0.0008617718028265386,-0.009576612903225867,0.008569774174869815,0.002114661654135208,-0.0019419693854237918,-0.002736318407960181,0.008354430379746702,-0.005514356341509874,0.014602692964157171,0.003925460006112424
2012/01/05,0.0023774930656452753,0.0033931168201648543,0.007723267703687586,-0.0009442870632673239,0.01057022529462448,0.001712328767123239,0.0024108834165661452,0.008142493638676918,-0.0067746009874842805,-0.00890973036342313,-0.004807142039601753,0.00024943876278360477,-0.013306552849610909,0.019120458891013437,0.0014953271028037562,0.0014968480106467934
2012/01/06,-0.02240084332586645,-0.0020933977455717123,-0.001511226252158937,0.0032136105860114395,-0.010459664286608938,0.005372405372405353,0.001374334306820213,-0.00832912670368502,-0.002080924855491384,0.0026023184291459334,0.011730879815986084,0.030423940149626016,-0.010941475826972025,-0.01181988742964346,-0.0020530048525568834,-0.001131470841237318
2012/01/09,0.009030866693624517,-0.00790705179925777,0.007783783783783749,0.002826455624646673,0.011456357272209727,-0.0021860578090843186,0.004460456338994723,0.005344871468567103,0.0,-0.005073147711184611,0.0,0.003146176185866434,0.004373552868536246,0.00740459464590848,-0.0007480830372170733,0.0026608516350262587
2012/01/10,-0.0012022441891531566,0.01903057905009753,0.013730959021669209,0.015783540022547893,0.040112703379224124,0.012171372930866564,0.005636208368915652,0.005063291139240533,0.01146895273401305,0.0214632989446224,0.012276912583835342,0.04366706875753912,0.03995901639344268,0.03373539389370528,0.03106868800299467,0.020264382735570727
2012/01/11,0.01163568276046556,0.01101356743814863,0.013968253968253963,0.002959674435812021,0.005715600402165899,0.012746512746512728,0.0076426630434782705,0.0176322418136019,0.00721566830832665,0.005340143951706455,0.004267265581134216,0.03351826167360161,0.025862068965517127,0.003463992707383623,0.0050825921219821435,0.01120427932787272
2012/01/12,0.02882072977260708,0.011051468266498388,0.005322479649342515,0.015861305791220914,-0.005204654223498473,0.0037995725480883813,0.008090342154053687,0.0024752475247524774,0.024903343188537708,0.01616628175519641,0.011852845801185063,0.030865578170431673,0.019207683073229287,-0.008175872093023173,0.0382878815242913,0.013554948860194215
2012/01/13,0.014777692109997576,-0.010149906308557277,-0.01245717844908134,-0.00925925925925919,0.037645140275731626,-0.009699550508635024,-0.0020063534526000293,0.003950617283950519,-0.00244091867302787,-0.00545454545454549,-0.003978340148082626,-0.019310045563028844,-0.010600706713780994,0.010807840263784563,-0.012002087319533894,-0.0020118401277778863
2012/01/17,-0.010257059642902355,-0.03864962927906612,0.0025228634500158442,0.009345794392523255,0.0007533468559837164,0.0031055900621117516,-0.0008376612497905667,0.006148548942449539,0.0058947836725613545,0.00594149908592323,0.0011095084877399408,-0.0019911504424779958,0.02547619047619043,0.002174700978615496,0.00950704225352128,0.0013496245362265866
2012/01/18,0.02085465711361323,-0.009681654085986202,0.008702946419209434,0.01125635439360928,-0.028318278220887172,0.015003572279113975,0.015090543259557387,0.00879980444879025,0.012383900928792713,0.021126760563380254,0.009198714396542185,0.021281312347594783,0.03250522405386569,-0.020795660036166286,0.020404604115800362,0.00918752013178866
2012/01/19,0.010778293019175322,-0.012427506213753103,0.011122661122661137,0.005745062836624681,0.020203827415449682,0.006569685593618146,-0.006442021803766074,0.008965350133268712,0.003058103975535076,-0.023804226918798688,0.008126509993410913,0.009333622747992099,-0.0022487069934787884,-0.005540166204986097,0.027003930951974064,0.004029627976995139
2012/01/20,0.0030998140111593298,-0.0055369127516777805,-0.017271512285391144,0.002320599785790689,0.025178293327391854,-0.0006993006993006867,0.003823773898586902,0.025936599423631135,-0.012957317073170715,0.013217866909753795,-0.002941176470588225,-0.010967741935483777,-0.02862294343024563,0.021541318477251492,-0.007488766849725437,0.0005755062891987868
2012/01/23,-0.010877626699629328,-0.0001687194196052788,-0.005439899571084927,0.005520926090828215,-0.011453700412918266,0.0006997900629810427,0.0004968532626696831,-0.013576779026217234,-0.008052950910093837,-0.006635177687809302,-0.001966568338249819,0.0065231572080886036,0.018097447795823784,0.0010907107798583393,0.007545271629778805,-0.0012131510157053012
2012/01/24,0.001999500124968856,-0.030037124535943316,0.0036814978436943147,-0.00017711654268504073,-0.006456075628314406,0.006993006993007089,0.009601059427247316,0.0018984337921215122,-0.026023131672597954,0.0019246009283369059,0.0049261083743843415,-0.0008641175199827211,0.002051048313582493,-0.0018158707100054405,0.04276917956398729,0.0006980665834534161
2012/01/25,0.018583187827388326,0.04819067501739749,0.006707189268497116,0.006023029229406562,0.050475748433511214,0.012499999999999956,-0.0008198065256600495,0.024869729985788736,0.0018269011189768758,0.010395480225988685,0.010239651416122042,0.014918918918918944,0.047987264043666045,0.0191013279970893,-0.009096712416214348,0.017460172302725126
2012/01/26,-0.003183543528835653,0.003319502074688785,0.020508015823443637,-0.0005282620179609676,-0.03871644758643533,0.008916323731138487,-0.0029537249753855965,-0.0004622140050843937,0.00478687029860958,-0.00659807649295463,-0.013370713823592784,0.0038346825734980605,0.009114583333333481,-0.011602998928954,0.014978257368336356,-0.0007971830770769979
2012/01/27,0.002579535683577161,0.017535153019023975,-0.008466795878812605,0.003171247357293794,0.03182993392703248,0.008384319057330503,-0.004114549045424631,0.0046242774566473965,0.0003402903811251523,0.002589215355172758,0.01595628415300543,0.06982173174872663,-0.007956989247311808,0.02149178255372952,0.0036496350364962904,0.010762338103840804
2012/01/30,0.009801519235481448,-0.0047146805397496605,-0.004526748971193428,-0.009308043554618894,-0.014087644078178085,0.0022471910112360494,-0.003966286564204169,0.007825086306098905,0.0015874815738745607,0.004603637996855925,-0.0011833046471600994,-0.002578853402102621,-0.0006503360069369801,-0.004950495049504955,0.0026877470355730626,-0.001147581976968596
2012/01/31,0.0010919679689396222,0.00424697811172825,0.007957833815626314,-0.010636411983690697,0.0018072969614819634,-0.002466367713004458,0.0028206404513024808,0.0015985384791048496,-0.003396354579418004,0.0012294623896278445,-0.0018309100700052428,0.0007955449482894839,0.0023861171366594824,-0.005508173418621198,0.014033427940712828,0.0009419726959155679
2012/02/01,0.004241910071506316,-0.005855562784645385,-0.00010253255408598783,0.008421429851281026,0.03624985905964606,0.007417397167902795,0.002812706816677668,0.0034199726402188713,0.015108485743496436,0.01428890377316372,0.005610703495899871,0.04213036565977735,-0.00108201687946341,0.018045381454350418,0.03249883377390761,0.012213722485975556
2012/02/02,0.004706734250543132,0.019142670157068054,-0.006357670221492917,-0.004264392324093813,-0.008215004624340327,-0.0058009817045960865,-0.001814882032667886,-0.0013633265167006803,-0.00906445837063563,-0.011666299801893043,0.0008583690987125081,-0.004576659038901476,-0.014081455805892484,0.0022815022815023678,-0.010993975903614506,-0.003413988703800186
2012/02/03,0.012492492492492513,-0.02054904479049613,0.008978328173374406,0.006245538900785164,0.024410312671420575,0.019075403949730507,0.01702479338842977,0.019112627986348052,0.020892151326934005,0.015812917594654863,0.018439108061749643,0.028160919540229923,0.02131399692375302,0.00525302048677978,0.02010050251256268,0.014450871281249918
2012/02/06,0.015304306560683267,-0.00196689067365996,-0.00030684258975144374,-0.001773364071643968,0.0035876840696116297,-0.006166042721867271,-0.003900536323744541,0.009153828979683087,-0.0051991150442477485,-0.0037272527954396173,-0.012842105263157877,0.01173840134153159,0.005378657487091321,-0.0006967427277477789,0.0076130765785940024,0.0010798041870623129
2012/02/07,0.007712082262210762,-0.0004926917392018559,0.0075711070186208485,-0.012257949902291676,0.005762458649023694,0.004431641923332563,0.006363191385217792,0.011725663716813939,0.001223173579450787,0.004291373239436735,-0.007784175730432996,-0.002209944751381143,-0.0209715386261502,-0.016559177270350278,-0.008888888888888835,-0.0013389116756393241
2012/02/08,0.0020871985157699946,-0.0026289845547157187,0.004874086108854536,0.011690647482014427,0.005358037135278382,-0.00044120891241994364,0.0029182879377431803,0.0026240979663241237,0.007774322523322885,0.0037252109126766353,0.022031166039763628,0.005352528608342455,0.01704918032786895,-0.003367600141793825,-0.0025411061285500747,0.005100390921365309
2012/02/09,0.021638509604258394,-0.000988467874794119,0.005456750202101901,0.017244444444444396,-0.01994612526759143,0.0019863164864266647,-0.003394762366634385,0.03380588876772084,0.003416354419219836,0.0045846523305315134,-0.024185068349106165,0.0011015237745548578,-0.0023640661938534313,-0.004090343233149496,-0.003296867975423279,0.0020645825845804064
2012/02/10,-0.012345679012345734,-0.016820580474934066,-0.011356783919597935,-0.020971688220901674,-0.030043665535993025,-0.020484581497797305,-0.007299270072992581,-0.009704641350210985,-0.007138934651290452,-0.013039226339237264,-0.017456896551724,-0.01412066752246477,-0.031882809133994106,-0.028214285714285636,-0.019245226281762173,-0.017341662418635446
2012/02/13,0.008944954128440319,-0.0035223079503522436,0.007929246721561478,0.004998214923241484,0.011990064501252506,-0.012367888464133059,0.004084967320261423,0.0036216446527481683,0.0013274336283184418,0.0027523945832874652,0.028076332529063164,0.008556547619047672,-0.006230529595015577,0.011760382212421927,0.013950636210332545,0.005724806201365048
2012/02/14,0.004319163446237839,-0.010772597205857437,0.006555723651033629,0.001776198934280604,-0.02418962207229447,-0.01252276867030977,-0.0022782750203417246,0.0006368074718743344,0.0028722934158198488,-0.0061484409310496035,-0.013228077661617155,-0.0014754703061600205,-0.03806538289296901,-0.002542680711950629,-0.0134563048079831,-0.007234628890752445
2012/02/15,0.00690357627885918,0.014122851795133506,-0.005811623246492981,-0.007446808510638281,0.007195053805230778,-0.004842056721235943,0.006524221171097633,0.0031820110309714877,-0.0005507821105970034,-0.006407423773751586,0.01664864864864879,-0.009974141115626112,-0.013035381750465591,-0.0012745812090313446,-0.008275862068965578,-0.0002028198517908697
2012/02/16,0.005957064178936822,0.01392617449664435,0.0052408788550695196,0.005894962486602484,-0.018361369481045386,0.022706209453197568,0.00437530384054452,0.005075068724889054,0.012785186818031535,0.01623304425172356,0.012228838792003316,0.016604477611940283,0.03396226415094361,0.01185050136736554,0.025807448616906203,0.011619070277583531
2012/02/17,-0.0014525139664803843,-0.01621711070660259,0.005815119310206507,0.006215592257147851,0.016771846040138927,-0.005210693248754006,-0.0020974507905775486,0.0031559015358719744,0.0018500380890194013,0.007877461706783384,0.015022586406135074,0.002202238942925261,-0.018248175182481896,0.0023423423423423184,-0.0015064778547754232,0.0011013803253932567
2012/02/21,-0.016000895154973827,0.03515559293523962,0.002591706539075034,0.012177903282739155,0.030530082755535703,0.0102482350261901,-0.003233629749393785,-0.018246644295301984,-0.0033673691071041123,-0.0016283108988276451,0.01956116746015324,-0.004028566196667249,0.021607806691449793,0.023009167715261514,-0.007694628847314533,0.006712107877070735
2012/02/22,-0.013418239708892332,0.020149496262593436,-0.006064824020680093,0.0012205754141239034,0.009441074335322819,-0.01780883678990075,0.004703974047039816,-0.014526810510574695,-0.009809264305177146,-0.001848428835489857,0.0011166379047813368,-0.008457437028865589,0.003411416875142015,0.03321033210332103,0.006385890223506108,0.0005137037310833333
2012/02/23,0.012793914246196358,0.016247212488053497,0.009902970891267238,0.0010449320794148065,0.006880348682022586,0.0013770943309616701,0.0037132709073297576,0.005853024062432155,0.011667583929554137,0.004357298474945592,-0.0005069965524235887,0.0022251066196921077,-0.007706255666364403,0.0023809523809523725,0.005892128720350609,0.00507483903962566
2012/02/24,-0.0015932627745532946,-0.02021943573667706,0.0009904912836768975,0.0026096033402924768,-0.01836434879541171,0.005271602108640749,0.008364162779475492,-0.004956896551724044,0.00032640626700031206,-0.005748373101952309,-0.00010145074566292323,-0.0046253469010175685,0.0029693924166285246,-0.004411265693926025,-0.006608591168519085,-0.0030731542182486377
2012/02/27,0.00034195828108973814,-0.015837466005439005,0.022461903819513074,-0.00017352073572796112,0.028551229062432126,0.006611947104423255,-0.0011166055192215474,-0.004331817197314347,0.0007613661083316625,0.013854041671211847,0.006696428571428603,0.006133828996282675,-0.013664313368253134,0.004942058623040202,0.011339582703356443,0.004438041474343576
2012/02/28,-0.010255241567912576,0.007802340702210531,-0.009290622278137928,-0.00034710170079821356,0.012848305398403204,-0.0027180067950168807,-0.013893324816352526,-0.013269523602349342,-0.008368655580915263,-0.00010759629868717369,0.0077605321507761005,0.015333456493626496,0.008081274532440341,0.004917754790571438,-0.002391986844072269,-0.00025989302774760415
2012/02/29,-0.01139765139304627,-0.041532258064516214,0.007619419751880407,-0.009895833333333326,-0.02902484861140109,-0.01135589370883483,-0.028340080971659964,-0.017636684303350858,-0.010960105217010074,-0.018078123318627015,-0.010201020102010183,-0.015101892285298346,-0.02519468621163523,-0.025480931488356395,-0.003147010340176948,-0.01664850663982509
2012/03/01,-0.0008151857458950085,0.004122843920908892,0.0039747939893359785,-0.00964404699281085,0.017365591397849434,0.006891798759476098,0.0018333333333333535,-0.009425493716337607,0.018062943262411535,0.015452054794520498,0.012731130645650346,-0.006281174949196444,0.008223684210526105,0.004502164502164563,0.01773902585688525,0.005648897551254809
2012/03/02,-0.007575757575757458,-0.01189877660465899,-0.010814986481266997,0.00708215297450443,-0.005178882840987109,-0.005932010038786184,-0.009316253535185504,-0.01155414589941095,0.00010884946119515959,-0.0017267429311460525,-0.0022947221390801076,-0.004461795872838903,-0.020508040083896395,-0.009136355800724028,-0.0262924667651403,-0.007966662275545293
2012/03/05,0.010217263652378072,-0.017978290366350125,0.002440452948067051,-0.006680731364275716,-0.054555112881806145,-0.024099150791829227,-0.0025188916876573986,0.004125601650240673,-0.010666086199390357,-0.009513513513513483,-0.0023999999999999577,-0.024463118580765553,-0.037592196050440174,-0.019485038274182243,-0.05339805825242727,-0.016437791314130125
2012/03/06,-0.025807951639153726,-0.012607944732296983,0.0039925990846236825,-0.018761061946902746,-0.05062366558040221,-0.028457196613358438,-0.0010101010101009056,-0.008445560374343852,-0.025852585258525962,-0.013206723422833577,-0.030172413793103536,-0.0405819295558959,-0.024969097651421635,-0.024130589070262554,-0.03766025641025639,-0.022552965198282315
2012/03/07,0.008114558472553712,-0.008570928808815825,0.02958292919495653,0.006132756132756212,0.040658104989051314,0.003389009924957609,0.0003370407819345278,0.008747697974217372,0.0038396386222474543,0.0015485012719831381,0.0012403100775193465,0.020949720670391248,-0.01140973630831632,-0.0036363636363636598,0.024146544546211457,0.008337985593685609
2012/03/08,0.02260890151515138,0.004763585038814355,-0.006594441827602493,0.007350304768734217,0.040718835304822454,0.004825090470446325,-0.0005053908355795445,0.024874486535828355,0.012599842501968883,0.026394257316399772,0.023330236399297988,0.025405511041625806,0.01308027699410097,0.01405109489051104,0.02325203252032515,0.015743641508989645
2012/03/09,0.010417872438939657,-0.001229148375768263,0.005500237079184345,0.000177967609895191,-0.023333333333333428,0.014405762304922076,0.006404854205292576,0.024048096192384794,-0.006332629707810344,-0.0018291370776845062,-0.00010087763542809824,-0.007432818753573489,-0.018227848101265764,-0.0007198128486592958,0.001906880661051824,0.0002437376438764849
2012/03/12,-0.005155229694123076,-0.019866385372714568,0.009242667169669039,-0.002846975088968029,0.007105690147149346,0.001656804733727757,-0.008038854463239042,-0.015438138725810013,-0.0012298747763863638,0.0034493909669075506,-0.00817191283292984,-0.00748847926267282,-0.01340897369778249,-0.00972447325769854,-0.004758128469468659,-0.004978191508289317
2012/03/13,0.02763703362505754,-0.015964125560538167,0.002149331838145807,0.006959314775160541,0.0015000000000000568,0.030245746691871522,0.013506668917778297,0.020538869257950454,0.01578417105115859,0.013105596734343194,0.01729223883633413,0.008318823757012872,0.021693674856246847,0.012729587197672254,0.014501992031872524,0.01266659493400443
2012/03/14,-0.009861048857014776,-0.010207801676996087,-0.0004662439388287698,0.0024809498493709725,0.006823098685305284,0.007110091743119051,-0.0034982508745626806,-0.014066219433023108,0.004408199250606204,-0.006680097550630815,-0.0065993400659934975,-0.011511895625479607,-0.024814530570478555,-0.012390016160890638,0.003927112786679343,-0.005023066162587845
2012/03/15,0.013128112267994485,-0.008471454880294549,0.0062505830767796144,0.011490189146190488,-0.0019284297520660854,-0.010475973582327325,0.0,0.009438103599648917,0.005266622778143493,-0.000426985482493647,0.006542526421741357,0.008346273291925499,0.0060335781741869265,0.004727272727272691,0.010796432483179519,0.004047790017992092
2012/03/16,-0.009159964253797948,-0.0016716196136702388,-0.01131095865010201,0.00034952813701516483,0.016892189726314788,0.01795166858457975,0.004179204279505244,-0.005870841487279899,0.0009823182711197198,-0.0005339598462195116,-0.0009999999999998899,0.0015399422521655826,0.005475880052151272,0.04071661237785018,-0.003560371517027705,0.0036653085541736336
2012/03/19,0.0032694475760990382,-0.0040930232558139545,0.008720930232558155,-0.0019217330538084942,-0.005645784395755804,0.012887180646619978,0.002330614283336141,0.0019685039370078705,0.003271180896303738,0.00929586494283563,0.00320320320320322,-0.0032673457620603363,0.015041493775933557,-0.0005216484089723972,0.00015535187198989497,0.0029796157659650823
2012/03/20,-0.008540285425328586,0.002802167009153811,-0.0037185088779398967,-0.0031507089095046403,0.004476770213462933,-0.02165178571428572,0.0046503903006145375,-0.010914647456887194,-0.009129442451907388,-0.005610840567435771,-0.01017760925962874,-0.007134593135364353,0.00025549310168626604,0.009916492693110568,-0.005591798695246952,-0.004234593811700075
2012/03/21,0.003966904680947403,-0.009500745156482804,-0.0009330969487730822,0.0026338893766462146,0.01114180057928138,-0.005703855806525215,-0.00545544718135238,-0.004193334804678983,-0.002742130086651362,0.002235707441711865,0.002318548387096886,-0.00038842493688096,0.016602809706258048,-0.011541774332471944,0.004061230865354704,0.0001668054522319847
2012/03/22,-0.01580492210431239,-0.014293774684972838,0.0018679368637339877,-0.008056042031523658,-0.019350624561955687,-0.015832950894905884,-0.002327127659574324,-0.02083333333333326,-0.014518257809063018,-0.012534523050775515,-0.019913506989842178,-0.012628715756751507,-0.03693467336683409,-0.019344719414430056,-0.013223397635345413,-0.014915242161992389
2012/03/23,0.004702913512273366,0.017363098645296837,0.003076349398713596,0.008121468926553632,0.03464147116860339,0.0060620191186755434,0.004165278240586545,-0.0004526935264826948,0.006696428571428603,0.007422547332186058,0.020625962031810996,0.007870916961826069,0.003913383772501833,0.02541318642260526,-0.011981712123600774,0.00917604123019855
2012/03/26,0.005365909350382392,0.002438109527381993,0.018587360594795488,0.014010507880910739,-0.0038672920039887204,0.014136732329084634,0.023560643769702905,0.0029438405797101996,0.012527716186252702,0.018793379604911786,0.016790669615926124,0.013861772745021428,0.010395010395010562,0.016291161178509483,0.02744534865166748,0.012885391360351946
2012/03/27,-0.005564387917329161,-0.017960710944808223,0.0,0.012435233160621673,-0.0026591501356166836,-0.006627056672760534,-0.0040525206678554415,-0.0038383382253330822,0.004160735793277137,0.0034587569437165566,0.045090477603085155,0.0007702676680145792,-0.003343621399176988,-0.0010231923601637938,0.003727286845783384,0.0016382519794303052
2012/03/28,-0.014502683567431673,-0.018860735378167348,-0.011313868613138656,-0.0025588536335721113,-0.023516237402015694,-0.021164021164021163,0.0,-0.03105167724388025,-0.00632428306618682,-0.010027156883225308,-0.015422461916926866,-0.016355589763325074,-0.035870967741935544,-0.006145442130419898,-0.022744855330341984,-0.015723922255639226
2012/03/29,-0.007415990730011646,-0.003106796116504773,0.007844222960502023,-0.005814947836497275,-0.019768457841852327,0.006110458284371401,0.00439453125,-0.007953216374269045,0.005706134094151327,0.009601181683899451,0.012973284643474914,0.001956181533646406,0.006691648822269913,-0.05066987289591196,0.008391386953768176,-0.0020706834379308945
2012/03/30,-0.0003502218071445018,-0.0013634592910011234,-0.004944602142660903,0.00808532599346301,0.017548690807799527,0.003270263957019459,0.00016204829039057067,0.007545390238151484,0.0016366612111291534,0.001149545407043595,0.004269044682667644,0.0091761030847326,0.011433129486838611,0.00036185996019533206,0.003611241953210831,0.004106068122122353
